actual
0.0
0.0
0.004417959
0.011274247
0.012920754
0.015665788
0.016489504
0.020746898
0.022807838
0.027068995
0.03298379
0.042484965
0.048274275
0.05434405
0.056828544
0.061938114
0.063596
0.06525424
0.06497785
0.059313864
0.054206043
0.05061883
0.04813638
0.04744696
0.035874154
0.028581621
0.023357527
0.020609524
0.016077634
0.015116694
0.010862681
0.0015403292
0.0
0.0
0.000581385
0.009216654
0.011823039
0.013195208
0.015528508
0.01868655
0.022120794
0.024594469
0.026106577
0.027619006
0.02981946
0.032433372
0.037113227
0.04358735
0.043725155
0.042347185
0.04083171
0.042347185
0.044000782
0.04358735
0.041382756
0.039041094
0.030094566
0.022533013
0.017313318
0.015803063
0.012234664
0.0070225564
0.0037327008
0.0
0.0
0.0
0.0
0.0009923454
0.0035956562
0.010313962
0.012920754
0.013469674
0.017313318
0.0222582
0.024182132
0.026656514
0.03284618
0.034635283
0.034635283
0.035185866
0.036700178
0.037939392
0.04262276
0.049929183
0.050205033
0.049929183
0.048963774
0.046757594
0.04689546
0.049377505
0.04910168
0.05130855
0.050756775
0.053792052
0.056138325
0.05268818
0.05213629
0.05544818
0.056000296
0.05337808
0.0525502
0.05089471
0.050067108
0.04923959
0.048963774
0.04813638
0.049377505
0.050342966
0.04744696
0.04496555
0.044689886
0.04510339
0.04510339
0.045654748
0.04634401
0.04537906
0.044276413
0.040969465
0.041520525
0.040418454
0.038490225
0.039867483
0.041382756
0.041520525
0.040418454
0.041658297
0.040142965
0.038490225
0.03601182
0.035323516
0.03559883
0.03436001
0.03284618
0.032158177
0.031057512
0.029544368
0.029544368
0.028994212
0.031607825
0.031470243
0.031057512
0.030232118
0.02940683
0.029269286
0.029269286
0.029269286
0.030782375
0.030232118
0.028444096
0.026794007
0.030782375
0.031745404
0.029131748
0.028306575
0.030232118
0.03270857
0.03436001
0.033947118
0.034635283
0.03601182
0.036562506
0.03573649
0.03573649
0.036149487
0.036149487
0.036424827
0.037388604
0.038352516
0.038765658
0.039041094
0.037526302
0.038352516
0.038352516
0.038903374
0.040142965
0.040556207
0.04069395
0.04124499
0.04124499
0.04110723
0.040142965
0.038903374
0.039041094
0.03931655
0.039867483
0.040280707
0.04124499
0.04262276
0.040556207
0.040280707
0.041658297
0.042071626
0.042209398
0.041382756
0.042209398
0.041658297
0.04124499
0.043036137
0.04358735
0.042898346
0.042209398
0.040556207
0.04124499
0.04124499
0.041658297
0.042071626
0.043036137
0.04179607
0.04124499
0.041933846
0.043036137
0.04386297
0.044000782
0.044827722
0.044827722
0.04496555
0.0455169
0.045792587
0.046619736
0.047584835
0.048274275
0.048550062
0.049377505
0.05061883
0.05268818
0.054068044
0.05489609
